Best trial value: 0.06463124061801206
Best hyperparameters: {'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 8.423477080271497e-05, 'num_neurons': 146, 'l1_reg': 0.0005181947193645403, 'l2_reg': 9.731243450898303e-06}

All trial results:
Trial 0: Value=0.27558485586377646, Params={'optimizer': 'SGD', 'activation_function': 'silu', 'learning_rate': 0.0005857058549580344, 'num_neurons': 14, 'l1_reg': 5.406238592074009e-05, 'l2_reg': 0.22678087292035196}
Trial 903: Value=0.07510757837377104, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.1533771428534946e-05, 'num_neurons': 185, 'l1_reg': 0.00018374285223651652, 'l2_reg': 3.992551012009935e-07}
Trial 904: Value=0.446438776118867, Params={'optimizer': 'SGD', 'activation_function': 'gelu', 'learning_rate': 6.448802733538086e-05, 'num_neurons': 164, 'l1_reg': 0.0006737482655356442, 'l2_reg': 1.1270639346110739e-07}
Trial 905: Value=0.06708206296751407, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.5906178815743364e-05, 'num_neurons': 187, 'l1_reg': 0.0003208086924824597, 'l2_reg': 1.3194489305227808e-06}
Trial 906: Value=0.09500975702894304, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.689565986536835e-05, 'num_neurons': 149, 'l1_reg': 8.492769253534649e-05, 'l2_reg': 1.1215341069224153e-06}
Trial 907: Value=0.09198477603058337, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.3293793018388396e-05, 'num_neurons': 156, 'l1_reg': 0.0001237631107702766, 'l2_reg': 1.5173717069878055e-06}
Trial 908: Value=0.10040052860629374, Params={'optimizer': 'Adam', 'activation_function': 'relu', 'learning_rate': 4.140108245709608e-05, 'num_neurons': 171, 'l1_reg': 0.0002174164235589726, 'l2_reg': 1.205420139150097e-06}
Trial 909: Value=0.839281084870514, Params={'optimizer': 'Ftrl', 'activation_function': 'relu', 'learning_rate': 5.551900363103571e-05, 'num_neurons': 175, 'l1_reg': 0.00030347300744433585, 'l2_reg': 8.608236283286961e-07}
Trial 910: Value=0.09832154376058287, Params={'optimizer': 'AdamW', 'activation_function': 'relu', 'learning_rate': 7.949865001604108e-05, 'num_neurons': 159, 'l1_reg': 0.00027923738930494255, 'l2_reg': 1.7675875738427975e-06}
Trial 911: Value=0.07312218299257661, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.937070456422963e-05, 'num_neurons': 187, 'l1_reg': 0.00018182233975391597, 'l2_reg': 6.703966719207852e-07}
Trial 912: Value=0.07018909247615104, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.658863080694259e-05, 'num_neurons': 144, 'l1_reg': 0.00037690473284462495, 'l2_reg': 3.2784442991932364e-07}
Trial 913: Value=0.09144042800858576, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 9.097970600827158e-05, 'num_neurons': 174, 'l1_reg': 0.00011542514786264333, 'l2_reg': 1.4234189262239945e-06}
Trial 914: Value=0.12045477481295803, Params={'optimizer': 'RMSprop', 'activation_function': 'sigmoid', 'learning_rate': 5.784000426384764e-05, 'num_neurons': 163, 'l1_reg': 0.0005826410259122068, 'l2_reg': 2.3088046402481147e-06}
Trial 915: Value=0.066087783004051, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.871940098705938e-05, 'num_neurons': 186, 'l1_reg': 0.00031664249673641644, 'l2_reg': 1.013686073555277e-06}
Trial 916: Value=0.09489021535638055, Params={'optimizer': 'Adamax', 'activation_function': 'relu', 'learning_rate': 0.0010505359598986924, 'num_neurons': 200, 'l1_reg': 0.00017152441301827498, 'l2_reg': 1.7340182832160474e-06}
Trial 917: Value=0.10679431893339315, Params={'optimizer': 'RMSprop', 'activation_function': 'mish', 'learning_rate': 5.1225427218944505e-05, 'num_neurons': 188, 'l1_reg': 5.4141609725058056e-05, 'l2_reg': 9.500231037304621e-07}
Trial 918: Value=0.07007390205775278, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.542150882188757e-05, 'num_neurons': 185, 'l1_reg': 0.00024566533484224285, 'l2_reg': 1.153441768845067e-06}
Trial 919: Value=0.08035227235227999, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.2602582394554054e-05, 'num_neurons': 186, 'l1_reg': 0.00014906966447482352, 'l2_reg': 1.0865048730647579e-06}
Trial 920: Value=0.6257925739561169, Params={'optimizer': 'Adadelta', 'activation_function': 'relu', 'learning_rate': 0.00154261968955664, 'num_neurons': 181, 'l1_reg': 0.0003070233289258496, 'l2_reg': 5.559282521972154e-07}
Trial 921: Value=0.06729510358327627, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.530549828218375e-05, 'num_neurons': 200, 'l1_reg': 0.0003694709143355643, 'l2_reg': 7.516991324978006e-07}
Trial 922: Value=0.6230273670559449, Params={'optimizer': 'Adagrad', 'activation_function': 'relu', 'learning_rate': 4.7968506574676696e-05, 'num_neurons': 188, 'l1_reg': 0.00011226990489265387, 'l2_reg': 8.218194285858824e-07}
Trial 923: Value=0.09403956548688504, Params={'optimizer': 'RMSprop', 'activation_function': 'silu', 'learning_rate': 5.1758909122083355e-05, 'num_neurons': 200, 'l1_reg': 0.000229183106776803, 'l2_reg': 9.653718966579598e-07}
Trial 924: Value=0.06931895826906, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 3.809874380810437e-05, 'num_neurons': 186, 'l1_reg': 0.0003069043965188628, 'l2_reg': 6.6754866833032e-07}
Trial 925: Value=0.07980880444957508, Params={'optimizer': 'RMSprop', 'activation_function': 'leaky_relu', 'learning_rate': 5.540896300178431e-05, 'num_neurons': 199, 'l1_reg': 0.00018944715956654415, 'l2_reg': 4.1047615866616525e-07}
Trial 926: Value=0.10063345047945092, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.2445379847357606e-05, 'num_neurons': 177, 'l1_reg': 8.185556774246289e-05, 'l2_reg': 1.4450609113965022e-06}
Trial 927: Value=0.06859375533103178, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.772195243442838e-05, 'num_neurons': 200, 'l1_reg': 0.0004573084924844884, 'l2_reg': 4.0745307807539653e-07}
Trial 928: Value=0.07560346269986767, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.8145871348636554e-05, 'num_neurons': 174, 'l1_reg': 0.0009093179765136759, 'l2_reg': 6.174243603337385e-07}
Trial 929: Value=0.07101977554953821, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.333738993622008e-05, 'num_neurons': 187, 'l1_reg': 0.0002927595906064391, 'l2_reg': 5.004684527399112e-07}
Trial 930: Value=0.10964200427469677, Params={'optimizer': 'RMSprop', 'activation_function': 'elu', 'learning_rate': 6.242921011526948e-05, 'num_neurons': 177, 'l1_reg': 0.000695789703179643, 'l2_reg': 6.690359921486083e-07}
Trial 931: Value=0.08103011238041985, Params={'optimizer': 'Lion', 'activation_function': 'relu', 'learning_rate': 4.373437370200536e-05, 'num_neurons': 187, 'l1_reg': 0.0004132787923878232, 'l2_reg': 1.500095131849919e-06}
Trial 932: Value=0.07621753287840795, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.9577514745673476e-05, 'num_neurons': 200, 'l1_reg': 0.00016077430515141125, 'l2_reg': 8.595732295734527e-07}
Trial 933: Value=0.07184947975366933, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.063488958800964e-05, 'num_neurons': 200, 'l1_reg': 0.00024129330039936885, 'l2_reg': 5.195788859454387e-07}
Trial 934: Value=0.11443545580002477, Params={'optimizer': 'RMSprop', 'activation_function': 'tanh', 'learning_rate': 6.602030098092224e-05, 'num_neurons': 173, 'l1_reg': 0.0012060953191294298, 'l2_reg': 3.01701137655916e-07}
Trial 935: Value=0.08817288103792355, Params={'optimizer': 'RMSprop', 'activation_function': 'gelu', 'learning_rate': 3.939802989707796e-05, 'num_neurons': 187, 'l1_reg': 0.0004948046927927481, 'l2_reg': 1.628622622384183e-06}
Trial 936: Value=0.4322543669102897, Params={'optimizer': 'SGD', 'activation_function': 'relu', 'learning_rate': 5.666653853692032e-05, 'num_neurons': 171, 'l1_reg': 0.0003510098400108548, 'l2_reg': 6.991360500874994e-07}
Trial 937: Value=0.07072058786664008, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.585767659215465e-05, 'num_neurons': 187, 'l1_reg': 0.0007502020577596405, 'l2_reg': 1.096664381464052e-06}
Trial 938: Value=0.09302258512314843, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.725611205729242e-05, 'num_neurons': 170, 'l1_reg': 0.00012764893401237052, 'l2_reg': 4.4199209740533696e-07}
Trial 939: Value=0.0805612861694506, Params={'optimizer': 'Adam', 'activation_function': 'relu', 'learning_rate': 5.5101292539540125e-05, 'num_neurons': 186, 'l1_reg': 0.0005750426410447484, 'l2_reg': 2.0216405579455013e-06}
Trial 940: Value=0.07653387500013464, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.973635132177763e-05, 'num_neurons': 175, 'l1_reg': 0.00021671863161146137, 'l2_reg': 2.446489587105079e-07}
Trial 941: Value=0.5042367967401361, Params={'optimizer': 'Ftrl', 'activation_function': 'relu', 'learning_rate': 5.892689003917516e-05, 'num_neurons': 200, 'l1_reg': 0.00035822856765125634, 'l2_reg': 4.844485180885994e-07}
Trial 942: Value=0.08720115160918511, Params={'optimizer': 'AdamW', 'activation_function': 'relu', 'learning_rate': 4.7965223761383045e-05, 'num_neurons': 200, 'l1_reg': 0.0011930085247753323, 'l2_reg': 2.6928422333930505e-07}
Trial 943: Value=0.07162468400011068, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.2266740471555176e-05, 'num_neurons': 167, 'l1_reg': 0.0007170820582097501, 'l2_reg': 8.912431615874455e-07}
Trial 944: Value=0.06754752253125469, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.749905066851861e-05, 'num_neurons': 179, 'l1_reg': 0.0004211005837548445, 'l2_reg': 2.468575148160476e-06}
Trial 945: Value=0.07467252439622189, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.089746391872971e-05, 'num_neurons': 163, 'l1_reg': 0.00022819872420243255, 'l2_reg': 2.2162827758722154e-06}
Trial 946: Value=0.08406269341833496, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.858734142556455e-05, 'num_neurons': 164, 'l1_reg': 0.00011900073676135622, 'l2_reg': 1.6755357991014826e-06}
Trial 947: Value=0.11663415921032805, Params={'optimizer': 'RMSprop', 'activation_function': 'sigmoid', 'learning_rate': 7.523282178652957e-05, 'num_neurons': 177, 'l1_reg': 0.00034107705788295495, 'l2_reg': 2.6545524263507495e-06}
Trial 948: Value=0.15310590228369436, Params={'optimizer': 'Adamax', 'activation_function': 'mish', 'learning_rate': 6.158314497487031e-05, 'num_neurons': 161, 'l1_reg': 5.446990937925897e-06, 'l2_reg': 1.408292064852634e-06}
Trial 949: Value=0.09467102712422287, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.303861925644216e-05, 'num_neurons': 178, 'l1_reg': 6.734749958789966e-05, 'l2_reg': 1.3130458119804762e-06}
Trial 950: Value=0.07751525457926486, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.58291277808932e-05, 'num_neurons': 160, 'l1_reg': 0.00018926754215414896, 'l2_reg': 2.3127169832244254e-06}
Trial 951: Value=0.07497330670257953, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 8.429205868539542e-05, 'num_neurons': 176, 'l1_reg': 0.0008071299478455413, 'l2_reg': 2.8013757944556424e-06}
Trial 952: Value=1.7812174970639776, Params={'optimizer': 'Adadelta', 'activation_function': 'relu', 'learning_rate': 6.4468389026912e-05, 'num_neurons': 185, 'l1_reg': 0.0004285184982771218, 'l2_reg': 9.56637464822154e-07}
Trial 953: Value=0.07298820726430062, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.685456458835393e-05, 'num_neurons': 173, 'l1_reg': 0.00029846192864291357, 'l2_reg': 2.618907064602898e-06}
Trial 954: Value=0.08992993840734802, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.1025906038239185e-05, 'num_neurons': 158, 'l1_reg': 0.0015210929203072047, 'l2_reg': 1.7395023729185648e-06}
Trial 955: Value=0.7440016955533287, Params={'optimizer': 'Adagrad', 'activation_function': 'silu', 'learning_rate': 5.3670980250990235e-05, 'num_neurons': 182, 'l1_reg': 0.0005778669028282436, 'l2_reg': 8.121390361096525e-07}
Trial 956: Value=0.08280940810945718, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.626750295667261e-05, 'num_neurons': 165, 'l1_reg': 0.00022067780137655739, 'l2_reg': 3.3885164194919557e-06}
Trial 957: Value=0.1505916551018881, Params={'optimizer': 'RMSprop', 'activation_function': 'leaky_relu', 'learning_rate': 6.729676305526545e-05, 'num_neurons': 185, 'l1_reg': 3.5873375162926665e-05, 'l2_reg': 1.236779060476448e-06}
Trial 958: Value=0.07858010110523779, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 3.510374316304243e-05, 'num_neurons': 168, 'l1_reg': 0.000859930914039205, 'l2_reg': 6.899564657628366e-07}
Trial 959: Value=0.06632423942310056, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.417570542299896e-05, 'num_neurons': 186, 'l1_reg': 0.00041949044992430523, 'l2_reg': 3.5054764242585917e-06}
Trial 960: Value=0.10224956650464351, Params={'optimizer': 'RMSprop', 'activation_function': 'elu', 'learning_rate': 3.781379467929078e-05, 'num_neurons': 200, 'l1_reg': 0.0005227295419448485, 'l2_reg': 1.3615777841342826e-06}
Trial 961: Value=0.10105284713687879, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.347156346410432e-05, 'num_neurons': 186, 'l1_reg': 0.002182364701095848, 'l2_reg': 2.4592354739201394e-06}
Trial 962: Value=0.11497834533913671, Params={'optimizer': 'RMSprop', 'activation_function': 'tanh', 'learning_rate': 8.757216206087841e-05, 'num_neurons': 187, 'l1_reg': 0.0009143829503392016, 'l2_reg': 2.3595858573814944e-06}
Trial 963: Value=0.06924121395880618, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.0621543735009025e-05, 'num_neurons': 177, 'l1_reg': 0.0003842432620056287, 'l2_reg': 3.5363945345223186e-06}
Trial 964: Value=0.1050806367836032, Params={'optimizer': 'Lion', 'activation_function': 'relu', 'learning_rate': 7.292853626984354e-05, 'num_neurons': 185, 'l1_reg': 0.0013701114065672428, 'l2_reg': 1.7565443501658727e-06}
Trial 965: Value=0.06976443452808222, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.3919517134250864e-05, 'num_neurons': 188, 'l1_reg': 0.0006054590729485217, 'l2_reg': 3.833961057979065e-06}
Trial 966: Value=0.08546937336812009, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.068024835735768e-05, 'num_neurons': 200, 'l1_reg': 0.00014224763048849146, 'l2_reg': 3.0477025219965294e-06}
Trial 967: Value=0.08369549637552653, Params={'optimizer': 'RMSprop', 'activation_function': 'gelu', 'learning_rate': 9.872036917812313e-05, 'num_neurons': 170, 'l1_reg': 0.0002940700128282884, 'l2_reg': 1.148320918792474e-06}
Trial 968: Value=0.06701039052094451, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 8.126513670189762e-05, 'num_neurons': 175, 'l1_reg': 0.0005159311889130517, 'l2_reg': 5.541272589744577e-07}
Trial 969: Value=0.08175726065154955, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.00010682141008536642, 'num_neurons': 171, 'l1_reg': 0.001106456845217064, 'l2_reg': 4.5527502690890637e-07}
Trial 970: Value=0.07021603607376282, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 8.499281202731506e-05, 'num_neurons': 200, 'l1_reg': 0.0007073746004640754, 'l2_reg': 7.598378087932096e-07}
Trial 971: Value=0.09911308961611759, Params={'optimizer': 'Adam', 'activation_function': 'relu', 'learning_rate': 9.098687517545881e-05, 'num_neurons': 160, 'l1_reg': 0.0018182249701742894, 'l2_reg': 4.3438854486553657e-07}
Trial 972: Value=0.07116821509049384, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 8.039616667085662e-05, 'num_neurons': 185, 'l1_reg': 0.0005903325218840431, 'l2_reg': 6.091233810540204e-07}
Trial 973: Value=0.5312555900842103, Params={'optimizer': 'SGD', 'activation_function': 'relu', 'learning_rate': 3.326092869700879e-05, 'num_neurons': 172, 'l1_reg': 0.00027634324407266894, 'l2_reg': 4.27023689211297e-07}
Trial 974: Value=0.624836676665259, Params={'optimizer': 'Ftrl', 'activation_function': 'relu', 'learning_rate': 9.495653372184687e-05, 'num_neurons': 187, 'l1_reg': 0.0009081333200196284, 'l2_reg': 3.1826623551420623e-07}
Trial 975: Value=0.08227749876876138, Params={'optimizer': 'AdamW', 'activation_function': 'relu', 'learning_rate': 0.00010530506084081953, 'num_neurons': 159, 'l1_reg': 0.0004975436396897001, 'l2_reg': 6.956439996659298e-07}
Trial 976: Value=0.11240276218186036, Params={'optimizer': 'RMSprop', 'activation_function': 'sigmoid', 'learning_rate': 7.881600689347043e-05, 'num_neurons': 175, 'l1_reg': 0.00018123584377241348, 'l2_reg': 3.297799095501818e-07}
Trial 977: Value=0.06876205174907314, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.016921526648094e-05, 'num_neurons': 188, 'l1_reg': 0.00034622097947308706, 'l2_reg': 4.782902923242816e-07}
Trial 978: Value=0.08696342039804551, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.575863153094358e-05, 'num_neurons': 168, 'l1_reg': 0.0012734634759753586, 'l2_reg': 9.375367603628698e-07}
Trial 979: Value=0.10606959723958444, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.136074793624699e-05, 'num_neurons': 188, 'l1_reg': 0.0029306445048040675, 'l2_reg': 2.1801270727697668e-07}
Trial 980: Value=0.11380108237056853, Params={'optimizer': 'RMSprop', 'activation_function': 'mish', 'learning_rate': 2.6804084935912385e-05, 'num_neurons': 155, 'l1_reg': 0.0006252518098419765, 'l2_reg': 7.817634673422029e-07}
Trial 981: Value=0.11799962039325836, Params={'optimizer': 'Adamax', 'activation_function': 'relu', 'learning_rate': 8.440653341065517e-05, 'num_neurons': 174, 'l1_reg': 9.69262779560292e-05, 'l2_reg': 2.738571950245079e-07}
Trial 982: Value=0.18104370158482877, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.8466583124040624e-05, 'num_neurons': 200, 'l1_reg': 0.00022943937388506083, 'l2_reg': 0.6922711941280453}
Trial 983: Value=0.06820630959922397, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.1192464572631e-05, 'num_neurons': 188, 'l1_reg': 0.00045295858143724085, 'l2_reg': 6.585641229834973e-07}
Trial 984: Value=0.07541791119110078, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.700198204269621e-05, 'num_neurons': 167, 'l1_reg': 0.0008715955180915583, 'l2_reg': 1.3393694498179948e-06}
Trial 985: Value=0.5755974061126014, Params={'optimizer': 'Adagrad', 'activation_function': 'silu', 'learning_rate': 6.264635552130056e-05, 'num_neurons': 177, 'l1_reg': 0.0003045879367822843, 'l2_reg': 3.5061586098981217e-07}
