Best trial value: 0.1119150228767402
Best hyperparameters: {'n_estimators': 841, 'max_depth': 9, 'learning_rate': 0.008688414198817005, 'subsample': 0.6242718911640639, 'colsample_bytree': 0.8242586562889879, 'min_child_weight': 1}

All trial results:
Trial 0: Value=0.9844089270935132, Params={'n_estimators': 657, 'max_depth': 6, 'learning_rate': 1.655920386219628e-05, 'subsample': 0.7310636042808303, 'colsample_bytree': 0.6038428788527885, 'min_child_weight': 5}
Trial 890: Value=0.11411914880971698, Params={'n_estimators': 773, 'max_depth': 10, 'learning_rate': 0.007545926831245019, 'subsample': 0.6117367434247805, 'colsample_bytree': 0.76964627169162, 'min_child_weight': 1}
Trial 891: Value=0.11314902180835888, Params={'n_estimators': 864, 'max_depth': 9, 'learning_rate': 0.009933281785935557, 'subsample': 0.6297373904069007, 'colsample_bytree': 0.8004113135747157, 'min_child_weight': 1}
Trial 892: Value=0.11262175521365615, Params={'n_estimators': 800, 'max_depth': 9, 'learning_rate': 0.008776535296834462, 'subsample': 0.6238107513550363, 'colsample_bytree': 0.8067497315688774, 'min_child_weight': 1}
Trial 893: Value=0.11341446252876462, Params={'n_estimators': 802, 'max_depth': 9, 'learning_rate': 0.008856932474465725, 'subsample': 0.6249974855324945, 'colsample_bytree': 0.7892250576602945, 'min_child_weight': 1}
Trial 894: Value=0.11442316355718551, Params={'n_estimators': 789, 'max_depth': 9, 'learning_rate': 0.008616610240548984, 'subsample': 0.6482646739113851, 'colsample_bytree': 0.7543230257597079, 'min_child_weight': 1}
Trial 895: Value=0.11336566433519546, Params={'n_estimators': 821, 'max_depth': 9, 'learning_rate': 0.008885516479083944, 'subsample': 0.6341537342521928, 'colsample_bytree': 0.7932861491091091, 'min_child_weight': 1}
Trial 896: Value=0.1131590941066114, Params={'n_estimators': 839, 'max_depth': 9, 'learning_rate': 0.00995960560737833, 'subsample': 0.6189358947786521, 'colsample_bytree': 0.8066876199526017, 'min_child_weight': 1}
Trial 897: Value=0.11349420787650484, Params={'n_estimators': 765, 'max_depth': 9, 'learning_rate': 0.007915544950835534, 'subsample': 0.6409902533739478, 'colsample_bytree': 0.8041094249968899, 'min_child_weight': 1}
Trial 898: Value=0.9849399266089546, Params={'n_estimators': 810, 'max_depth': 10, 'learning_rate': 1.291548160977656e-05, 'subsample': 0.6268935841678593, 'colsample_bytree': 0.7947298322918583, 'min_child_weight': 1}
Trial 899: Value=0.11289356990420708, Params={'n_estimators': 788, 'max_depth': 9, 'learning_rate': 0.0099962162034647, 'subsample': 0.6163312225559623, 'colsample_bytree': 0.7762816211406208, 'min_child_weight': 1}
Trial 900: Value=0.1127899769334914, Params={'n_estimators': 848, 'max_depth': 9, 'learning_rate': 0.009977423329191068, 'subsample': 0.6362807889887742, 'colsample_bytree': 0.810949168525612, 'min_child_weight': 1}
Trial 901: Value=0.11310936332348998, Params={'n_estimators': 819, 'max_depth': 9, 'learning_rate': 0.007331568094583262, 'subsample': 0.6253497266463143, 'colsample_bytree': 0.8075490795018379, 'min_child_weight': 1}
Trial 902: Value=0.1147171697419659, Params={'n_estimators': 856, 'max_depth': 9, 'learning_rate': 0.008439796605674803, 'subsample': 0.6473988262518435, 'colsample_bytree': 0.7878989902236716, 'min_child_weight': 1}
Trial 903: Value=0.20159302535528645, Params={'n_estimators': 798, 'max_depth': 10, 'learning_rate': 0.0017308258474291209, 'subsample': 0.616208517304724, 'colsample_bytree': 0.8106062986015605, 'min_child_weight': 1}
Trial 904: Value=0.1132596011210067, Params={'n_estimators': 831, 'max_depth': 9, 'learning_rate': 0.009980837725217387, 'subsample': 0.6102722910322316, 'colsample_bytree': 0.7848312776112114, 'min_child_weight': 1}
Trial 905: Value=0.11622349212608672, Params={'n_estimators': 873, 'max_depth': 9, 'learning_rate': 0.0073252267984023995, 'subsample': 0.6317780676758143, 'colsample_bytree': 0.6383952963710244, 'min_child_weight': 1}
Trial 906: Value=0.11375088379459593, Params={'n_estimators': 828, 'max_depth': 9, 'learning_rate': 0.00849469238583275, 'subsample': 0.6424809322029444, 'colsample_bytree': 0.797080177208622, 'min_child_weight': 1}
Trial 907: Value=0.5873326203159485, Params={'n_estimators': 847, 'max_depth': 13, 'learning_rate': 0.00043488243389692494, 'subsample': 0.6220664193220006, 'colsample_bytree': 0.8074023993041851, 'min_child_weight': 1}
Trial 908: Value=0.11295161959457238, Params={'n_estimators': 874, 'max_depth': 9, 'learning_rate': 0.007966606071725514, 'subsample': 0.6108922178929448, 'colsample_bytree': 0.7999622579976648, 'min_child_weight': 1}
Trial 909: Value=0.1128974693945405, Params={'n_estimators': 773, 'max_depth': 10, 'learning_rate': 0.009992797981433914, 'subsample': 0.6321710245372087, 'colsample_bytree': 0.8144364951666346, 'min_child_weight': 1}
Trial 910: Value=0.11452878716415153, Params={'n_estimators': 812, 'max_depth': 12, 'learning_rate': 0.007288470061808069, 'subsample': 0.6484255300120346, 'colsample_bytree': 0.803898905309093, 'min_child_weight': 1}
Trial 911: Value=0.1130110426187282, Params={'n_estimators': 853, 'max_depth': 9, 'learning_rate': 0.008665696959986261, 'subsample': 0.6264555870453109, 'colsample_bytree': 0.8163770015564942, 'min_child_weight': 1}
Trial 912: Value=0.11289273914733489, Params={'n_estimators': 890, 'max_depth': 9, 'learning_rate': 0.00878306673550933, 'subsample': 0.6088583508148996, 'colsample_bytree': 0.7899753263685623, 'min_child_weight': 1}
Trial 913: Value=0.11328889119030465, Params={'n_estimators': 832, 'max_depth': 9, 'learning_rate': 0.007262456152779666, 'subsample': 0.6392354649186434, 'colsample_bytree': 0.8138099537527876, 'min_child_weight': 1}
Trial 914: Value=0.11322379127505644, Params={'n_estimators': 869, 'max_depth': 9, 'learning_rate': 0.008636949337649993, 'subsample': 0.6197265561934894, 'colsample_bytree': 0.7761187670239696, 'min_child_weight': 1}
Trial 915: Value=0.11749757464356315, Params={'n_estimators': 729, 'max_depth': 9, 'learning_rate': 0.00784636320265923, 'subsample': 0.9822177651555926, 'colsample_bytree': 0.732951792180958, 'min_child_weight': 1}
Trial 916: Value=0.11388050903041415, Params={'n_estimators': 784, 'max_depth': 9, 'learning_rate': 0.007253961648389422, 'subsample': 0.6310929547187208, 'colsample_bytree': 0.7996823777527267, 'min_child_weight': 1}
Trial 917: Value=0.11378260902442278, Params={'n_estimators': 800, 'max_depth': 9, 'learning_rate': 0.00870469596069489, 'subsample': 0.6487933365177768, 'colsample_bytree': 0.8167262459865952, 'min_child_weight': 2}
Trial 918: Value=0.11228404775433769, Params={'n_estimators': 860, 'max_depth': 10, 'learning_rate': 0.009997406374325406, 'subsample': 0.6100374374341694, 'colsample_bytree': 0.807773069956854, 'min_child_weight': 1}
Trial 919: Value=0.1133471140480539, Params={'n_estimators': 887, 'max_depth': 10, 'learning_rate': 0.008050027202570318, 'subsample': 0.6084023506175504, 'colsample_bytree': 0.7865724772478765, 'min_child_weight': 1}
Trial 920: Value=0.11526830795957939, Params={'n_estimators': 865, 'max_depth': 11, 'learning_rate': 0.007096200718347787, 'subsample': 0.6063060093066089, 'colsample_bytree': 0.678387143439384, 'min_child_weight': 1}
Trial 921: Value=0.1125629223049903, Params={'n_estimators': 849, 'max_depth': 10, 'learning_rate': 0.008647472658411898, 'subsample': 0.6149272760390468, 'colsample_bytree': 0.7984122313816213, 'min_child_weight': 1}
Trial 922: Value=0.11360735424816389, Params={'n_estimators': 848, 'max_depth': 10, 'learning_rate': 0.00898537277572917, 'subsample': 0.6056899016087213, 'colsample_bytree': 0.770422338078443, 'min_child_weight': 1}
Trial 923: Value=0.9463742195796904, Params={'n_estimators': 846, 'max_depth': 11, 'learning_rate': 4.469403903454331e-05, 'subsample': 0.5042049447298274, 'colsample_bytree': 0.7944077222797526, 'min_child_weight': 2}
Trial 924: Value=0.11279647892246947, Params={'n_estimators': 861, 'max_depth': 10, 'learning_rate': 0.009940680481453376, 'subsample': 0.6131688842272514, 'colsample_bytree': 0.8016859675495394, 'min_child_weight': 1}
Trial 925: Value=0.112865965992556, Params={'n_estimators': 832, 'max_depth': 11, 'learning_rate': 0.008823759404107807, 'subsample': 0.613246936245343, 'colsample_bytree': 0.7936885525269574, 'min_child_weight': 1}
Trial 926: Value=0.11384358293269631, Params={'n_estimators': 870, 'max_depth': 10, 'learning_rate': 0.009995034524878777, 'subsample': 0.6057838904618911, 'colsample_bytree': 0.7764485723008792, 'min_child_weight': 1}
Trial 927: Value=0.1141570523209283, Params={'n_estimators': 840, 'max_depth': 10, 'learning_rate': 0.007181286173204863, 'subsample': 0.6182362962306401, 'colsample_bytree': 0.7865612220546598, 'min_child_weight': 1}
Trial 928: Value=0.11289967521466858, Params={'n_estimators': 815, 'max_depth': 10, 'learning_rate': 0.008751950882914984, 'subsample': 0.6184797350279785, 'colsample_bytree': 0.8036248932443203, 'min_child_weight': 1}
Trial 929: Value=0.2289796692132724, Params={'n_estimators': 856, 'max_depth': 10, 'learning_rate': 0.001420989910368223, 'subsample': 0.6051338002904794, 'colsample_bytree': 0.8069791165673326, 'min_child_weight': 1}
Trial 930: Value=0.11383128923331605, Params={'n_estimators': 872, 'max_depth': 10, 'learning_rate': 0.008008184212847888, 'subsample': 0.6221608104745402, 'colsample_bytree': 0.7908500304758644, 'min_child_weight': 1}
Trial 931: Value=0.11379770295449813, Params={'n_estimators': 834, 'max_depth': 10, 'learning_rate': 0.007288755748582252, 'subsample': 0.6045357823906877, 'colsample_bytree': 0.7994469102639262, 'min_child_weight': 1}
Trial 932: Value=0.1132858671569693, Params={'n_estimators': 889, 'max_depth': 10, 'learning_rate': 0.008504118011310109, 'subsample': 0.6168505826155842, 'colsample_bytree': 0.8034615897924537, 'min_child_weight': 1}
Trial 933: Value=0.11410876648730718, Params={'n_estimators': 855, 'max_depth': 9, 'learning_rate': 0.00882486559050662, 'subsample': 0.622581493996658, 'colsample_bytree': 0.9538112484778092, 'min_child_weight': 1}
Trial 934: Value=0.11403139168244449, Params={'n_estimators': 803, 'max_depth': 9, 'learning_rate': 0.007219736816310683, 'subsample': 0.6122432164784566, 'colsample_bytree': 0.7811223949241437, 'min_child_weight': 1}
Trial 935: Value=0.11323841155612639, Params={'n_estimators': 825, 'max_depth': 9, 'learning_rate': 0.008819940540567043, 'subsample': 0.6039485499013496, 'colsample_bytree': 0.8115922930093428, 'min_child_weight': 1}
Trial 936: Value=0.11334070987608043, Params={'n_estimators': 877, 'max_depth': 10, 'learning_rate': 0.00995862098283452, 'subsample': 0.6255870815683819, 'colsample_bytree': 0.8154323606526427, 'min_child_weight': 1}
Trial 937: Value=0.176748895966072, Params={'n_estimators': 748, 'max_depth': 9, 'learning_rate': 0.0021238302808064004, 'subsample': 0.6139668383464028, 'colsample_bytree': 0.7989887208205603, 'min_child_weight': 1}
Trial 938: Value=0.11304829402642969, Params={'n_estimators': 841, 'max_depth': 9, 'learning_rate': 0.007330148569322129, 'subsample': 0.6227400458972974, 'colsample_bytree': 0.8088559015864694, 'min_child_weight': 1}
Trial 939: Value=0.11317781135826022, Params={'n_estimators': 858, 'max_depth': 10, 'learning_rate': 0.009994904997991622, 'subsample': 0.6389847478174725, 'colsample_bytree': 0.7913160217855937, 'min_child_weight': 2}
Trial 940: Value=0.11360736021510527, Params={'n_estimators': 820, 'max_depth': 9, 'learning_rate': 0.007968836662193796, 'subsample': 0.602048173283666, 'colsample_bytree': 0.8156661897943018, 'min_child_weight': 1}
Trial 941: Value=0.11392682900279937, Params={'n_estimators': 890, 'max_depth': 11, 'learning_rate': 0.008042731160810038, 'subsample': 0.6309838223318582, 'colsample_bytree': 0.7827152722729767, 'min_child_weight': 1}
Trial 942: Value=0.11348147496853762, Params={'n_estimators': 845, 'max_depth': 9, 'learning_rate': 0.008948293136835258, 'subsample': 0.6123590632796917, 'colsample_bytree': 0.7614158500318419, 'min_child_weight': 1}
Trial 943: Value=0.11333742254434061, Params={'n_estimators': 798, 'max_depth': 10, 'learning_rate': 0.00724327147034595, 'subsample': 0.6238102563285952, 'colsample_bytree': 0.8063795271337983, 'min_child_weight': 1}
Trial 944: Value=0.11403946259262465, Params={'n_estimators': 872, 'max_depth': 9, 'learning_rate': 0.008809155159392281, 'subsample': 0.6031390921497864, 'colsample_bytree': 0.8181228351081636, 'min_child_weight': 2}
Trial 945: Value=0.980756798975183, Params={'n_estimators': 828, 'max_depth': 9, 'learning_rate': 1.59899255951257e-05, 'subsample': 0.6327058005300858, 'colsample_bytree': 0.7940862663087611, 'min_child_weight': 1}
Trial 946: Value=0.11378771053761981, Params={'n_estimators': 780, 'max_depth': 9, 'learning_rate': 0.006993444513845957, 'subsample': 0.6165236617735036, 'colsample_bytree': 0.819599695799657, 'min_child_weight': 1}
Trial 947: Value=0.11347896304025303, Params={'n_estimators': 856, 'max_depth': 9, 'learning_rate': 0.00999225125921242, 'subsample': 0.6392751107312912, 'colsample_bytree': 0.8078650143783724, 'min_child_weight': 1}
Trial 948: Value=0.11303894624124587, Params={'n_estimators': 895, 'max_depth': 9, 'learning_rate': 0.008218369128470139, 'subsample': 0.609344382856204, 'colsample_bytree': 0.7999229237582266, 'min_child_weight': 1}
Trial 949: Value=0.11372274847718396, Params={'n_estimators': 815, 'max_depth': 12, 'learning_rate': 0.007157225065106695, 'subsample': 0.624502353906926, 'colsample_bytree': 0.7713848263714034, 'min_child_weight': 1}
Trial 950: Value=0.11327821848769783, Params={'n_estimators': 876, 'max_depth': 9, 'learning_rate': 0.00798140672875796, 'subsample': 0.600264405571804, 'colsample_bytree': 0.8251921111786334, 'min_child_weight': 1}
Trial 951: Value=0.11278356332718832, Params={'n_estimators': 837, 'max_depth': 10, 'learning_rate': 0.008864175012331112, 'subsample': 0.6168254955104361, 'colsample_bytree': 0.8155039232339095, 'min_child_weight': 1}
Trial 952: Value=0.11397705948364073, Params={'n_estimators': 855, 'max_depth': 9, 'learning_rate': 0.009997658561343369, 'subsample': 0.6500248140581839, 'colsample_bytree': 0.8110215523084324, 'min_child_weight': 1}
Trial 953: Value=0.11544641204439397, Params={'n_estimators': 795, 'max_depth': 15, 'learning_rate': 0.0071477267950732564, 'subsample': 0.8021483089362644, 'colsample_bytree': 0.7916098934009359, 'min_child_weight': 1}
Trial 954: Value=0.11362825471989983, Params={'n_estimators': 894, 'max_depth': 11, 'learning_rate': 0.008056689011072987, 'subsample': 0.6300334357395528, 'colsample_bytree': 0.8242006216475264, 'min_child_weight': 1}
Trial 955: Value=0.1468205586398479, Params={'n_estimators': 221, 'max_depth': 9, 'learning_rate': 0.008880222365430667, 'subsample': 0.6359825084275995, 'colsample_bytree': 0.800634220347932, 'min_child_weight': 2}
Trial 956: Value=0.11361002205361324, Params={'n_estimators': 835, 'max_depth': 9, 'learning_rate': 0.007977576991101633, 'subsample': 0.6217642655590003, 'colsample_bytree': 0.7839561667387099, 'min_child_weight': 1}
Trial 957: Value=0.11321198939624703, Params={'n_estimators': 808, 'max_depth': 9, 'learning_rate': 0.0070584409973467625, 'subsample': 0.6100429621595613, 'colsample_bytree': 0.8225511674739155, 'min_child_weight': 1}
Trial 958: Value=0.11554599296661257, Params={'n_estimators': 766, 'max_depth': 10, 'learning_rate': 0.006923318005116072, 'subsample': 0.8370374478544362, 'colsample_bytree': 0.809079946970873, 'min_child_weight': 1}
Trial 959: Value=0.11478241318333077, Params={'n_estimators': 878, 'max_depth': 9, 'learning_rate': 0.008805927086925083, 'subsample': 0.6422115004886586, 'colsample_bytree': 0.7482164780890428, 'min_child_weight': 1}
Trial 960: Value=0.11255260157922863, Params={'n_estimators': 857, 'max_depth': 9, 'learning_rate': 0.008880056514065562, 'subsample': 0.626997670998707, 'colsample_bytree': 0.8201551981177427, 'min_child_weight': 1}
Trial 961: Value=0.11327313635705856, Params={'n_estimators': 854, 'max_depth': 9, 'learning_rate': 0.008866186677200637, 'subsample': 0.6322302680169841, 'colsample_bytree': 0.8228870201880737, 'min_child_weight': 1}
Trial 962: Value=0.11409995407895313, Params={'n_estimators': 840, 'max_depth': 14, 'learning_rate': 0.008959048138082647, 'subsample': 0.6498435058769417, 'colsample_bytree': 0.824885712099411, 'min_child_weight': 1}
Trial 963: Value=0.11365779279850009, Params={'n_estimators': 861, 'max_depth': 9, 'learning_rate': 0.009151903802446277, 'subsample': 0.6005809156403008, 'colsample_bytree': 0.8158878540431997, 'min_child_weight': 1}
Trial 964: Value=0.1121758476527569, Params={'n_estimators': 825, 'max_depth': 9, 'learning_rate': 0.007990276713548813, 'subsample': 0.6192788400397131, 'colsample_bytree': 0.8256579530562618, 'min_child_weight': 1}
Trial 965: Value=0.6756331539356523, Params={'n_estimators': 815, 'max_depth': 9, 'learning_rate': 0.0003268862968499468, 'subsample': 0.6101556407464118, 'colsample_bytree': 0.8289668930504157, 'min_child_weight': 1}
Trial 966: Value=0.11401141130104407, Params={'n_estimators': 838, 'max_depth': 9, 'learning_rate': 0.009902871581191536, 'subsample': 0.6156092987203723, 'colsample_bytree': 0.8306821834554131, 'min_child_weight': 2}
Trial 967: Value=0.11337811056937865, Params={'n_estimators': 821, 'max_depth': 9, 'learning_rate': 0.009998645672642144, 'subsample': 0.6009111467340587, 'colsample_bytree': 0.8172615709990152, 'min_child_weight': 1}
Trial 968: Value=0.11316922717223876, Params={'n_estimators': 866, 'max_depth': 9, 'learning_rate': 0.007841478764017723, 'subsample': 0.6176964718798513, 'colsample_bytree': 0.8272434000698992, 'min_child_weight': 1}
Trial 969: Value=0.11727451848995762, Params={'n_estimators': 805, 'max_depth': 9, 'learning_rate': 0.007977360750184369, 'subsample': 0.9511648270249886, 'colsample_bytree': 0.8322082766482737, 'min_child_weight': 1}
