Best trial value: 0.004615970840620621
Best hyperparameters: {'hidden_dim': 60, 'num_layers': 2, 'learning_rate': 0.0002759469773922751, 'weight_decay': 0.00046458743267201614, 'dropout_rate': 0.1304723152999592, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}

All trial results:
Trial 0: Value=0.008825693751038107, Params={'hidden_dim': 24, 'num_layers': 7, 'learning_rate': 0.0004669048821018693, 'weight_decay': 1.1553883993917037e-07, 'dropout_rate': 0.4594460220075136, 'optimizer': 'NAdam', 'activation_function': 'leaky_relu'}
Trial 928: Value=0.004835798217420673, Params={'hidden_dim': 76, 'num_layers': 3, 'learning_rate': 0.00029782940205105125, 'weight_decay': 0.0006750139833384156, 'dropout_rate': 0.18949337508696326, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 929: Value=0.006324116569240093, Params={'hidden_dim': 64, 'num_layers': 3, 'learning_rate': 0.0001114616063532539, 'weight_decay': 0.00033628713906274423, 'dropout_rate': 0.12853675385270957, 'optimizer': 'RMSprop', 'activation_function': 'sigmoid'}
Trial 930: Value=0.007646934701189174, Params={'hidden_dim': 68, 'num_layers': 8, 'learning_rate': 0.00022762929273252325, 'weight_decay': 2.551085680408917e-08, 'dropout_rate': 0.12020899529891575, 'optimizer': 'AdamW', 'activation_function': 'leaky_relu'}
Trial 931: Value=0.008673763441670238, Params={'hidden_dim': 53, 'num_layers': 16, 'learning_rate': 0.00019435581953657874, 'weight_decay': 0.00017208655448241377, 'dropout_rate': 0.13501302059929404, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 932: Value=0.00479618534567737, Params={'hidden_dim': 76, 'num_layers': 4, 'learning_rate': 0.00013497342943789503, 'weight_decay': 0.0005248371171582556, 'dropout_rate': 0.11294301069371984, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 933: Value=0.004920335248522807, Params={'hidden_dim': 61, 'num_layers': 3, 'learning_rate': 0.000373056349485217, 'weight_decay': 0.0002500378632062954, 'dropout_rate': 0.14579194262133754, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 934: Value=0.006526483665092594, Params={'hidden_dim': 70, 'num_layers': 4, 'learning_rate': 0.002441595209199595, 'weight_decay': 0.00046597615676934636, 'dropout_rate': 0.16339626644147814, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 935: Value=0.029709358536694402, Params={'hidden_dim': 56, 'num_layers': 3, 'learning_rate': 8.305465432793519e-05, 'weight_decay': 3.534392349783384e-07, 'dropout_rate': 0.1278595675449542, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 936: Value=0.02153509682594439, Params={'hidden_dim': 65, 'num_layers': 4, 'learning_rate': 0.00027585799764399607, 'weight_decay': 0.00035190735851785385, 'dropout_rate': 0.10059175500337682, 'optimizer': 'SGD', 'activation_function': 'tanh'}
Trial 937: Value=0.004861538943827091, Params={'hidden_dim': 139, 'num_layers': 3, 'learning_rate': 0.00016764214489964387, 'weight_decay': 0.0007372368648006415, 'dropout_rate': 0.12324984316937582, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 938: Value=0.008661391949054178, Params={'hidden_dim': 77, 'num_layers': 2, 'learning_rate': 0.00023894193885425102, 'weight_decay': 0.009381094077014152, 'dropout_rate': 0.37237222838781253, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 939: Value=0.006731050818972087, Params={'hidden_dim': 44, 'num_layers': 3, 'learning_rate': 0.0019465252229887468, 'weight_decay': 0.0005494393259072701, 'dropout_rate': 0.15228471862367254, 'optimizer': 'RAdam', 'activation_function': 'leaky_relu'}
Trial 940: Value=0.004804316422679501, Params={'hidden_dim': 61, 'num_layers': 4, 'learning_rate': 0.00021327692545831763, 'weight_decay': 0.0003812321067631254, 'dropout_rate': 0.13598299856373805, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 941: Value=0.005626273638743854, Params={'hidden_dim': 122, 'num_layers': 3, 'learning_rate': 0.00032958233642769975, 'weight_decay': 0.00022729315680851102, 'dropout_rate': 0.11080371998720932, 'optimizer': 'Adam', 'activation_function': 'leaky_relu'}
Trial 942: Value=0.004825453296490365, Params={'hidden_dim': 72, 'num_layers': 5, 'learning_rate': 0.00014779899901945588, 'weight_decay': 0.00011842459269255854, 'dropout_rate': 0.14180039388206636, 'optimizer': 'RMSprop', 'activation_function': 'relu'}
Trial 943: Value=0.0047805649738224655, Params={'hidden_dim': 67, 'num_layers': 3, 'learning_rate': 0.00018665104656574459, 'weight_decay': 0.0006464831067936038, 'dropout_rate': 0.11861782506955725, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 944: Value=0.04434743154810435, Params={'hidden_dim': 58, 'num_layers': 2, 'learning_rate': 0.00010242714946587884, 'weight_decay': 0.00029297016122464375, 'dropout_rate': 0.12959692367318906, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 945: Value=0.0047739211770522075, Params={'hidden_dim': 80, 'num_layers': 2, 'learning_rate': 0.0002656262957449834, 'weight_decay': 0.0004932648865607905, 'dropout_rate': 0.13508344335701578, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 946: Value=0.005937879349632799, Params={'hidden_dim': 73, 'num_layers': 4, 'learning_rate': 0.00030249720727851503, 'weight_decay': 0.0008261112317230835, 'dropout_rate': 0.12144189877641294, 'optimizer': 'NAdam', 'activation_function': 'leaky_relu'}
Trial 947: Value=0.004749945171445031, Params={'hidden_dim': 63, 'num_layers': 3, 'learning_rate': 0.00022602417578486517, 'weight_decay': 0.0004117998878005501, 'dropout_rate': 0.2833895009526528, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 948: Value=0.02410275183168231, Params={'hidden_dim': 55, 'num_layers': 3, 'learning_rate': 0.0001618982609623672, 'weight_decay': 6.863802416058338e-08, 'dropout_rate': 0.1463860098867972, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 949: Value=0.00482889840618754, Params={'hidden_dim': 68, 'num_layers': 3, 'learning_rate': 0.00039852321857749895, 'weight_decay': 0.00031506387656316074, 'dropout_rate': 0.10700813843831933, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 950: Value=0.03823590881901204, Params={'hidden_dim': 79, 'num_layers': 2, 'learning_rate': 0.0001982788964440812, 'weight_decay': 0.00019859321602184587, 'dropout_rate': 0.12824038162228335, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 951: Value=0.021904595037141872, Params={'hidden_dim': 60, 'num_layers': 4, 'learning_rate': 0.00013184881200707074, 'weight_decay': 0.0005137453467589476, 'dropout_rate': 0.155227680096098, 'optimizer': 'RMSprop', 'activation_function': 'sigmoid'}
Trial 952: Value=0.008869714866614488, Params={'hidden_dim': 52, 'num_layers': 15, 'learning_rate': 0.001161444681032323, 'weight_decay': 0.0006876162236529955, 'dropout_rate': 0.11433693573296666, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 953: Value=0.004859198170208763, Params={'hidden_dim': 73, 'num_layers': 3, 'learning_rate': 0.0002472074608601187, 'weight_decay': 0.00036836897685069733, 'dropout_rate': 0.17867282079559801, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 954: Value=0.004941669694375577, Params={'hidden_dim': 65, 'num_layers': 2, 'learning_rate': 0.00032993204178070857, 'weight_decay': 0.0002381730674988178, 'dropout_rate': 0.3247844007168934, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 955: Value=0.005060202632800985, Params={'hidden_dim': 85, 'num_layers': 4, 'learning_rate': 0.00017674619434475785, 'weight_decay': 0.0009654591705704793, 'dropout_rate': 0.1371870670789294, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 956: Value=0.008415013081948806, Params={'hidden_dim': 69, 'num_layers': 3, 'learning_rate': 0.00027676991122846926, 'weight_decay': 0.005166725442563118, 'dropout_rate': 0.12126492627801959, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 957: Value=0.004670994488455535, Params={'hidden_dim': 58, 'num_layers': 3, 'learning_rate': 0.000212105307719311, 'weight_decay': 0.00048032457199532455, 'dropout_rate': 0.14344288652017764, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 958: Value=0.005065759519976236, Params={'hidden_dim': 158, 'num_layers': 4, 'learning_rate': 0.0002432214314363334, 'weight_decay': 0.0006524608541413455, 'dropout_rate': 0.1573593210137495, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 959: Value=0.00836195409985897, Params={'hidden_dim': 49, 'num_layers': 3, 'learning_rate': 0.0002935778423478733, 'weight_decay': 0.0005189977628480415, 'dropout_rate': 0.1622082670020792, 'optimizer': 'AdamW', 'activation_function': 'leaky_relu'}
Trial 960: Value=0.005709145253428863, Params={'hidden_dim': 56, 'num_layers': 2, 'learning_rate': 0.0002140091321021147, 'weight_decay': 0.0009179693452908736, 'dropout_rate': 0.14553257062393848, 'optimizer': 'RMSprop', 'activation_function': 'tanh'}
Trial 961: Value=0.005082853974190791, Params={'hidden_dim': 16, 'num_layers': 3, 'learning_rate': 0.0003562261477336588, 'weight_decay': 0.0006933070754367731, 'dropout_rate': 0.15253182398947931, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 962: Value=0.004874366609147554, Params={'hidden_dim': 76, 'num_layers': 5, 'learning_rate': 0.00024569891751193793, 'weight_decay': 0.00045349061531102877, 'dropout_rate': 0.14338702716824603, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 963: Value=0.004843527172958985, Params={'hidden_dim': 53, 'num_layers': 2, 'learning_rate': 0.0002851493449338822, 'weight_decay': 0.0005671047256269575, 'dropout_rate': 0.16687847690055646, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 964: Value=0.005097641494855237, Params={'hidden_dim': 63, 'num_layers': 4, 'learning_rate': 0.00021453365502459756, 'weight_decay': 0.001238056528132174, 'dropout_rate': 0.1500443423527338, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 965: Value=0.004874025883913308, Params={'hidden_dim': 80, 'num_layers': 3, 'learning_rate': 0.00031393386245236855, 'weight_decay': 0.0007222347916497791, 'dropout_rate': 0.13863430573060181, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 966: Value=0.039534768164900626, Params={'hidden_dim': 59, 'num_layers': 3, 'learning_rate': 0.0002597602768663628, 'weight_decay': 0.0004347745347817597, 'dropout_rate': 0.14207625219753706, 'optimizer': 'SGD', 'activation_function': 'relu'}
Trial 967: Value=0.004911114428679709, Params={'hidden_dim': 32, 'num_layers': 2, 'learning_rate': 0.00042268639995814725, 'weight_decay': 0.0003317220958711362, 'dropout_rate': 0.3035220073226743, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 968: Value=0.04159069460229734, Params={'hidden_dim': 90, 'num_layers': 3, 'learning_rate': 6.773217942933444e-05, 'weight_decay': 0.0009163359029816075, 'dropout_rate': 0.1529685290703117, 'optimizer': 'RAdam', 'activation_function': 'leaky_relu'}
Trial 969: Value=0.004914765702019076, Params={'hidden_dim': 68, 'num_layers': 4, 'learning_rate': 0.00022152113552404822, 'weight_decay': 0.0005625023373007221, 'dropout_rate': 0.1078264024486396, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 970: Value=0.004869287283977231, Params={'hidden_dim': 72, 'num_layers': 3, 'learning_rate': 0.0001942565287781481, 'weight_decay': 0.00030468236681908826, 'dropout_rate': 0.1322480830334001, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 971: Value=0.005697292813336384, Params={'hidden_dim': 64, 'num_layers': 2, 'learning_rate': 0.00035949808282411425, 'weight_decay': 0.0004575934522399629, 'dropout_rate': 0.1259044956649738, 'optimizer': 'Adam', 'activation_function': 'leaky_relu'}
Trial 972: Value=0.005169147721125435, Params={'hidden_dim': 81, 'num_layers': 5, 'learning_rate': 0.0002690494884114054, 'weight_decay': 0.0007523389939168819, 'dropout_rate': 0.11311082884599367, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 973: Value=0.022349499801285654, Params={'hidden_dim': 48, 'num_layers': 4, 'learning_rate': 0.00014796732663858257, 'weight_decay': 0.00015409898280991703, 'dropout_rate': 0.10033032298505738, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 974: Value=0.01761288966977047, Params={'hidden_dim': 58, 'num_layers': 13, 'learning_rate': 0.0001193580691337741, 'weight_decay': 0.000416476280836546, 'dropout_rate': 0.1616158271839561, 'optimizer': 'NAdam', 'activation_function': 'leaky_relu'}
Trial 975: Value=0.005562629331140968, Params={'hidden_dim': 114, 'num_layers': 2, 'learning_rate': 5.407982645192628e-05, 'weight_decay': 0.0005747342204425427, 'dropout_rate': 0.13914043664535716, 'optimizer': 'RMSprop', 'activation_function': 'sigmoid'}
Trial 976: Value=0.004716910018053354, Params={'hidden_dim': 74, 'num_layers': 3, 'learning_rate': 0.00023926123319003678, 'weight_decay': 0.00025055923692482473, 'dropout_rate': 0.14621300330036463, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 977: Value=0.005256939695269188, Params={'hidden_dim': 52, 'num_layers': 3, 'learning_rate': 0.00031374130911280434, 'weight_decay': 0.0015141379311407808, 'dropout_rate': 0.3159876925093296, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 978: Value=0.004846667812984711, Params={'hidden_dim': 64, 'num_layers': 4, 'learning_rate': 0.00019491626931285482, 'weight_decay': 0.00035210954589082335, 'dropout_rate': 0.13171294072117576, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 979: Value=0.004861925864122437, Params={'hidden_dim': 87, 'num_layers': 2, 'learning_rate': 0.00016460743077649563, 'weight_decay': 0.0009042517339619714, 'dropout_rate': 0.12067734267882746, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 980: Value=0.004739104462945003, Params={'hidden_dim': 68, 'num_layers': 3, 'learning_rate': 0.00021641645698442693, 'weight_decay': 0.0005022289515071404, 'dropout_rate': 0.33233218352081045, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 981: Value=0.005134683744820551, Params={'hidden_dim': 58, 'num_layers': 6, 'learning_rate': 0.0002685182533379386, 'weight_decay': 0.00028360376095399226, 'dropout_rate': 0.11439126442016308, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 982: Value=0.00492631256463412, Params={'hidden_dim': 95, 'num_layers': 4, 'learning_rate': 0.0003359760721632702, 'weight_decay': 0.0006414008941473322, 'dropout_rate': 0.1255764938237392, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 983: Value=0.033409772504255586, Params={'hidden_dim': 75, 'num_layers': 3, 'learning_rate': 0.00018494241880146934, 'weight_decay': 5.124112511517598e-05, 'dropout_rate': 0.3837012011322836, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 984: Value=0.00689221871992822, Params={'hidden_dim': 61, 'num_layers': 20, 'learning_rate': 0.00023778839746917761, 'weight_decay': 0.00040916846693284044, 'dropout_rate': 0.13474100026731597, 'optimizer': 'RMSprop', 'activation_function': 'tanh'}
Trial 985: Value=0.040633868529979945, Params={'hidden_dim': 83, 'num_layers': 2, 'learning_rate': 0.00014802131072949224, 'weight_decay': 0.0002038107876585419, 'dropout_rate': 0.1515692448900092, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 986: Value=0.007293657924821462, Params={'hidden_dim': 55, 'num_layers': 4, 'learning_rate': 0.0002822554627027386, 'weight_decay': 0.0007288808561951474, 'dropout_rate': 0.14153063052537498, 'optimizer': 'AdamW', 'activation_function': 'leaky_relu'}
Trial 987: Value=0.016461425259058773, Params={'hidden_dim': 69, 'num_layers': 12, 'learning_rate': 0.0001002031261858356, 'weight_decay': 0.0005075465732488994, 'dropout_rate': 0.10860047287264661, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 988: Value=0.004850935762339993, Params={'hidden_dim': 78, 'num_layers': 3, 'learning_rate': 0.0004407575406990521, 'weight_decay': 0.00033465812058925955, 'dropout_rate': 0.12906465442295728, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 989: Value=0.008423416371322696, Params={'hidden_dim': 43, 'num_layers': 9, 'learning_rate': 0.00039087398669227657, 'weight_decay': 0.0010815537797139215, 'dropout_rate': 0.11704681593295739, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 990: Value=0.03285270323008382, Params={'hidden_dim': 64, 'num_layers': 3, 'learning_rate': 0.00012525543469225981, 'weight_decay': 0.0002677571402968614, 'dropout_rate': 0.17321281676809164, 'optimizer': 'RMSprop', 'activation_function': 'relu'}
Trial 991: Value=0.005240228926106712, Params={'hidden_dim': 26, 'num_layers': 2, 'learning_rate': 0.00017387784896680464, 'weight_decay': 0.00042705411289455287, 'dropout_rate': 0.1584652474504563, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 992: Value=0.042127629396319304, Params={'hidden_dim': 72, 'num_layers': 3, 'learning_rate': 0.00021413899001560945, 'weight_decay': 2.336931229505504e-05, 'dropout_rate': 0.1477658983871726, 'optimizer': 'SGD', 'activation_function': 'leaky_relu'}
Trial 993: Value=0.0049831198081700615, Params={'hidden_dim': 67, 'num_layers': 4, 'learning_rate': 0.00030218123848975637, 'weight_decay': 0.0006376373990539847, 'dropout_rate': 0.13711500034847254, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 994: Value=0.005669288035877786, Params={'hidden_dim': 60, 'num_layers': 2, 'learning_rate': 0.00024594366354829827, 'weight_decay': 0.0003588164519357166, 'dropout_rate': 0.10003991664892813, 'optimizer': 'RAdam', 'activation_function': 'leaky_relu'}
Trial 995: Value=0.026489986706099117, Params={'hidden_dim': 76, 'num_layers': 3, 'learning_rate': 0.00019765806274678061, 'weight_decay': 4.160331061070981e-08, 'dropout_rate': 0.12325303287952977, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 996: Value=0.0049165423768948455, Params={'hidden_dim': 87, 'num_layers': 4, 'learning_rate': 0.00015186039748706006, 'weight_decay': 0.0005440111018225086, 'dropout_rate': 0.1310277472087501, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 997: Value=0.004777357846624701, Params={'hidden_dim': 50, 'num_layers': 3, 'learning_rate': 0.00034152113441372853, 'weight_decay': 0.00017468725332805344, 'dropout_rate': 0.11810677521446841, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 998: Value=0.005700512526139225, Params={'hidden_dim': 55, 'num_layers': 2, 'learning_rate': 0.0002669937333855352, 'weight_decay': 0.0008490216582754848, 'dropout_rate': 0.13751815125595834, 'optimizer': 'Adam', 'activation_function': 'leaky_relu'}
